Blade	Speed	Control	Stiffness 	Hardness 	Consistency 	Overall	Ratings	Price
ITC Dynarc T7	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
ITC Premier XC	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	125
ITC Premier XF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	125
ITC Premier XQ	9.0	8.8	7.0	6.7	10.0	9.0	1	90
ITC Premier XR	8.8	9.0	7.0	6.7	(not rated)	9.0	1	160
ITC Radix Express	9.5	9.8	7.0	5.2	10.0	9.9	1	110
ITC Strike Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	109
Japsko Japsko Carbon	8.7	8.2	3.0	5.2	10.0	8.5	1	35
JOOLA Air Carbon	9.4	9.3	7.3	6.0	10.0	9.4	4	179
JOOLA Air Fibre	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	169
JOOLA Arrow	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	140
JOOLA Aruna OFF	9.0	9.4	5.1	4.8	10.0	9.4	12	140
JOOLA Aruna OFF+	9.5	9.0	3.0	6.7	7.5	9.0	2	175
JOOLA Black Rose	10.0	9.5	(not rated)	(not rated)	(not rated)	9.5	1	199
JOOLA Bomb Extrem MCD	9.7	8.1	6.9	6.9	10.0	8.9	18	110
JOOLA Bomb Fast MCD	9.4	8.9	(not rated)	(not rated)	(not rated)	9.0	2	110
JOOLA Carbon	7.9	7.3	7.0	7.9	8.8	7.9	5	25
JOOLA Carbon Pro	7.9	7.9	7.1	6.5	6.7	8.6	7	63
JOOLA Carbon Strung	9.0	7.5	7.0	6.7	10.0	10.0	1	35
JOOLA Carbon SWE	8.5	8.5	7.0	7.5	10.0	8.5	3	110
JOOLA Cat	7.0	8.0	7.0	6.7	(not rated)	8.0	1	50
JOOLA Chen Defender	6.8	10.0	0.0	0.7	10.0	9.8	4	70
JOOLA Chen Junior	7.5	10.0	5.0	5.2	10.0	8.7	2	30
JOOLA Chen Weixing	7.8	8.7	5.6	5.4	8.6	8.8	18	75
JOOLA Colt OFF Control	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
JOOLA Colt OFF Speed	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
JOOLA Defense	10.0	9.0	0.0	3.7	10.0	9.0	1	45
JOOLA Eagle Carbon	9.0	8.7	10.0	6.7	10.0	9.2	1	84
JOOLA Eagle Fast	8.2	8.8	5.5	5.8	9.3	8.6	12	70
JOOLA Eagle Medium	8.0	9.0	5.0	4.8	6.3	9.0	4	55
JOOLA Eagle Speed	8.4	9.1	5.0	6.7	10.0	7.9	3	56
JOOLA Energon Super PBO-c	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	269
JOOLA Falcon Fast	8.0	8.8	7.0	6.7	10.0	8.6	2	49
JOOLA Falcon Fast+	9.1	8.2	6.3	6.7	10.0	8.8	3	59
JOOLA Falcon Medium	8.4	9.1	4.5	5.2	10.0	9.0	4	30
JOOLA Fejer-Konnerth Light	7.3	8.8	4.0	4.5	(not rated)	7.5	2	44
JOOLA Fetzner Balsa	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
JOOLA Fetzner Cello	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	38
JOOLA Fetzner Powerall	7.5	9.0	(not rated)	(not rated)	(not rated)	8.0	1	38
JOOLA Fever	8.9	9.2	5.6	5.7	9.6	9.6	20	140
JOOLA Flame Extreme	9.6	8.2	6.6	7.1	8.9	9.3	17	90
JOOLA Flame Fast	8.7	9.2	4.8	5.7	10.0	9.2	12	80
JOOLA Flame Low	7.0	10.0	7.0	3.7	5.0	8.0	1	85
JOOLA Flame Medium	7.2	8.7	4.6	4.8	8.8	8.6	5	75
JOOLA Flame VII (7)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	100
JOOLA Genesis	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	140
JOOLA Granite	6.0	9.5	0.0	2.2	10.0	9.0	1	23
JOOLA Greenline Extreme	9.0	8.0	6.0	6.7	10.0	9.2	2	109
JOOLA Greenline Fast	8.0	7.0	5.0	6.7	5.0	(not rated)	1	99
JOOLA Greenline Medium	7.0	9.5	5.0	3.7	10.0	8.8	2	89
JOOLA Guo 3 C	9.6	7.9	7.3	8.7	10.0	9.3	4	40
JOOLA Hold White	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
JOOLA K ALL	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
JOOLA K1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	37
JOOLA K3	8.5	7.5	10.0	5.2	10.0	8.0	2	41
JOOLA K4	9.5	9.6	7.5	10.0	10.0	9.5	2	0
JOOLA K5	7.6	8.2	3.2	3.5	5.8	7.6	7	63
JOOLA K6	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
JOOLA K7	9.4	8.2	7.0	6.7	7.5	9.4	3	92
JOOLA Kool	9.6	7.7	8.8	7.1	8.8	9.3	29	128
JOOLA Legend	7.8	9.6	4.3	4.7	10.0	9.5	9	37
JOOLA Linus	8.0	8.9	5.0	6.3	10.0	8.9	4	85
JOOLA Markovic	8.6	9.1	7.3	5.2	10.0	9.3	4	45
JOOLA MC1	9.7	9.0	5.9	6.5	9.3	9.5	26	99
JOOLA MC1 (Japanese Penhold)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	78
JOOLA Mikado ALL+	6.9	9.1	5.0	5.2	10.0	8.8	2	70
JOOLA Mikado OFF	8.7	8.6	5.0	5.2	10.0	8.9	1	80
JOOLA Mikado OFF+	9.3	8.5	5.0	6.7	10.0	9.3	2	90
JOOLA Network	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	66
JOOLA Nobilis PBO-c	9.0	9.5	3.0	8.2	(not rated)	9.0	2	200
JOOLA Off-Tex	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
JOOLA Offense	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	41
JOOLA P. Saive Stress	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	38
JOOLA Panther	9.0	9.3	5.3	6.5	4.2	7.8	8	90
JOOLA Power Allround	7.0	8.5	5.0	5.2	5.0	8.5	1	41
JOOLA Precision Light	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
JOOLA Quattro Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	149
JOOLA R*1	9.6	7.0	6.0	4.7	7.9	8.6	9	45
JOOLA Rossi Allround 07	8.2	9.0	5.0	4.7	6.7	8.8	3	44
JOOLA Rossi Carbon	9.5	8.5	(not rated)	8.2	(not rated)	9.0	3	85
JOOLA Rossi Exact	6.0	8.0	5.0	5.2	(not rated)	7.0	1	50
JOOLA Rossi Fire 07	8.6	8.7	5.0	6.2	8.3	9.1	5	45
JOOLA Rossi Force	9.3	8.8	6.2	6.2	9.5	9.3	14	99
JOOLA Rossi Junior	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	30
JOOLA Rossi Junior 07	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	39
JOOLA Rossi Power Light	8.0	9.0	3.0	5.2	10.0	9.0	1	46
JOOLA Rossi Trix Fast	8.0	6.0	3.0	0.0	5.0	6.9	1	58
JOOLA Rosskopf Allround	6.5	9.4	3.8	4.3	10.0	8.8	6	44
JOOLA Rosskopf Emotion	8.7	9.1	5.5	5.7	9.8	9.3	37	100
JOOLA Rosskopf Fire	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
JOOLA Rosskopf Power	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	46
JOOLA Sheikh	8.3	8.0	5.0	6.7	2.5	9.0	2	55
JOOLA Solja OFF+	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	110
JOOLA Solja OFF-	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	90
JOOLA Spirit ALL+	9.0	8.9	5.0	6.7	10.0	9.9	1	44
JOOLA Spirit OFF	8.9	7.5	6.0	4.5	2.5	9.4	2	48
JOOLA Spirit OFF+	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	80
JOOLA Stefan Feth Cross	7.8	8.0	5.0	5.2	5.0	8.7	2	44
JOOLA Sting	9.0	8.7	5.7	6.7	5.0	9.0	3	53
JOOLA Tactics	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
JOOLA Ticker	6.0	8.0	3.0	5.2	10.0	(not rated)	1	26
JOOLA Toni Hold	5.0	9.0	1.5	2.0	10.0	8.5	3	37
JOOLA Toni Hold White Spot	5.4	9.6	3.8	2.1	10.0	8.9	5	45
JOOLA Tony Gavlas	9.0	8.5	7.0	8.2	10.0	9.2	1	75
JOOLA Torre ALL+	6.8	8.9	6.0	3.7	10.0	8.0	2	47
JOOLA Torre Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
JOOLA Torre OFF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
JOOLA TPE Feeling	8.4	8.6	4.0	6.0	10.0	9.1	2	75
JOOLA TPE Feeling XS	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	159
JOOLA TPE Fight	9.6	8.5	7.0	6.7	10.0	9.5	3	150
JOOLA TPE Nature	8.8	9.4	5.3	4.8	10.0	9.3	9	75
JOOLA TPE Perform	9.0	9.3	5.3	6.1	9.3	9.3	9	70
JOOLA Trix Fast	8.3	7.3	8.0	7.5	10.0	9.0	4	70
JOOLA Trix Medium	7.8	8.5	5.0	6.7	10.0	8.5	1	60
JOOLA Viking	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	130
JOOLA Viva	8.4	8.8	5.9	6.1	9.0	9.2	17	65
JOOLA Viva Junior	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
JOOLA Wing Carbon	9.5	7.0	7.0	6.7	10.0	8.8	1	139
JOOLA Wing Fast	8.7	7.3	7.4	7.5	7.5	8.9	8	90
JOOLA Wing Medium	7.6	8.9	5.0	4.9	10.0	8.3	6	70
JOOLA Wing Medium Junior	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	79
JOOLA Wing Passion Extreme	9.6	8.3	8.1	7.5	9.5	9.3	15	110
JOOLA Wing Passion Fast	8.3	7.3	5.8	5.1	9.0	8.4	10	99
JOOLA Wing Passion Medium	6.6	8.8	4.3	4.2	8.3	9.5	3	70
JOOLA Wosik Limit	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
JOOLA ZeLeBRO PBO-c	9.3	9.0	6.0	5.2	10.0	9.2	2	169
JOOLA Zolli Light	6.8	8.0	5.0	4.5	10.0	8.0	3	46
Juic Air Fiber	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	95
Juic Air Large	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	66
Juic Air Texa	9.5	9.5	7.0	5.2	10.0	9.7	1	90
Juic Bamboo Shot	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	37
Juic Cortan Super Light	7.5	8.3	5.0	2.2	10.0	7.5	1	75
Juic Euro Chopper	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	44
Juic Euro Cut	7.5	10.0	5.0	3.7	10.0	10.0	1	54
Juic Exacta	7.2	8.0	3.0	5.2	(not rated)	8.5	1	31
Juic Fiber Shot	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	85
Juic Fracta	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	69
Juic Ghost - ST	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	80
Juic Hinoki 3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	68
Juic Hinoki Carbon III	9.5	8.3	7.0	6.7	(not rated)	9.0	1	65
Juic Hybrid	6.0	8.0	5.0	6.7	5.0	7.0	1	45
Juic Iseki Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	38
Juic Kalinic	7.0	8.0	5.0	5.2	5.0	8.0	1	49
Juic Kiso Hinoki	9.5	6.4	7.3	3.2	6.7	7.7	5	73
Juic Lafita	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	84
Juic Light Offence III	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Juic Maple Shot	8.9	8.2	5.0	5.2	10.0	9.1	2	49
Juic Nebula	8.6	6.9	7.0	6.7	5.0	9.0	1	60
Juic Sprout	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Juic Stellan Bengtsson Alpha	8.3	8.9	5.0	5.2	7.5	9.0	6	78
Juic Stellan Bengtsson Balsa-C	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	94
Juic Texalium	8.6	8.5	3.0	2.2	10.0	9.1	1	49
Killerspin Diamond C	9.6	8.9	4.3	4.7	10.0	9.5	3	135
Killerspin Diamond CQ	9.1	8.3	6.0	5.6	9.3	8.9	8	145
Killerspin Diamond TC	9.6	8.4	5.3	7.7	10.0	9.6	8	160
Killerspin Diamond TX	9.6	7.9	3.0	8.2	10.0	9.0	1	120
Killerspin Kido 5A	8.4	9.1	4.5	6.0	10.0	9.4	4	64
Killerspin Kido 7F	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
Killerspin Kido 7P	8.7	8.8	6.0	6.5	9.0	8.6	6	110
Killerspin Kido 7R	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
Killerspin Kido 7Z	7.8	7.5	3.0	5.2	10.0	8.2	1	68
Killerspin Kido SK	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	79
Killerspin Stilo	9.0	7.0	10.0	10.0	5.0	7.5	1	80
Killerspin Stilo Z	9.6	8.7	7.0	9.1	10.0	(not rated)	3	85
Killerspin X50	7.0	7.0	5.0	5.2	5.0	7.0	1	50
Killerspin X70	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
Killerspin X90	8.0	8.5	7.0	5.2	10.0	8.2	1	90
Kokutaku Bishu No.1 Specialist	9.5	9.5	5.0	2.2	10.0	10.0	1	140
Kokutaku Tulpe Carbon 704	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
KTL (LKT) 168	8.5	8.4	4.3	5.7	8.0	9.1	6	50
KTL (LKT) 2828	9.7	8.0	7.0	8.2	10.0	9.3	1	37
KTL (LKT) 368	7.9	9.4	3.7	5.2	10.0	9.0	4	45
KTL (LKT) 9010	9.6	9.0	6.8	7.5	8.3	9.0	4	50
KTL (LKT) 9020	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	18
KTL (LKT) 9030	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	18
KTL (LKT) Ayous Hinoki	7.7	8.5	3.6	4.6	6.7	8.5	10	22
KTL (LKT) Black Coffee	8.8	8.6	(not rated)	(not rated)	(not rated)	(not rated)	1	32
KTL (LKT) Blue Thunder	8.5	8.3	6.2	6.7	8.3	8.5	5	32
KTL (LKT) Carbon King	9.3	8.5	6.0	6.7	10.0	9.0	2	32
KTL (LKT) Glass Power	9.0	8.3	(not rated)	(not rated)	(not rated)	7.9	1	22
KTL (LKT) Gun	8.5	7.5	6.8	5.7	8.3	8.4	5	18
KTL (LKT) Instinct	6.5	8.8	4.2	4.6	6.8	7.7	27	16
KTL (LKT) Instinct+	8.0	8.4	5.7	5.8	7.8	8.4	12	16
KTL (LKT) King Kong Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	48
KTL (LKT) LKT Blackwhirlwind Transformer	7.5	9.0	5.0	5.2	10.0	9.0	1	30
KTL (LKT) Loopsonic	7.0	8.5	5.0	5.2	8.3	8.2	3	7
KTL (LKT) Lord of the Balance	10.0	10.0	10.0	10.0	10.0	10.0	1	18
KTL (LKT) Lord of the Control	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	18
KTL (LKT) Lord of the Speed	9.1	7.5	7.0	7.7	8.3	8.3	4	22
KTL (LKT) Mind Game	8.2	8.6	(not rated)	(not rated)	(not rated)	(not rated)	1	18
KTL (LKT) New Star	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
KTL (LKT) No. 1 Hinoki Transformer	8.7	8.5	5.0	5.2	(not rated)	8.7	4	30
KTL (LKT) One	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	24
KTL (LKT) Pro XC	6.5	9.0	5.0	5.2	10.0	9.0	1	18
KTL (LKT) Pro XF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	18
KTL (LKT) Pro XF	9.0	7.0	5.0	8.2	10.0	8.0	1	0
KTL (LKT) Puma	5.1	9.5	5.0	6.2	10.0	9.6	4	32
KTL (LKT) Tension	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
KTL (LKT) Toxic 3	4.8	9.2	1.5	3.5	7.5	8.1	11	24
KTL (LKT) Toxic 5	6.3	8.0	5.0	6.7	8.3	8.0	5	22
KTL (LKT) Will Power	9.3	8.3	8.5	7.7	7.5	9.1	10	32
KTL (LKT) Zebra Carbon	8.7	9.2	7.0	6.1	10.0	8.9	7	32
LHS B4.0 Offensive	8.0	7.5	(not rated)	(not rated)	(not rated)	7.5	1	40
LHS K3.2 Offensive	8.5	9.0	5.0	5.2	10.0	9.0	1	38
Lion Aratron All+	6.5	10.0	5.0	6.7	10.0	10.0	1	55
Mizuno Endeavor	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	60
Mizuno Fortius	9.6	9.6	7.0	8.2	10.0	9.6	1	52
Mizuno Fortius FT	8.8	9.2	7.0	6.7	(not rated)	9.0	1	75
Mizuno Fortius FT Light	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
Mizuno Fortius FT5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	60
Mizuno SST	9.0	9.0	8.5	9.1	7.5	9.3	2	118
Mizuno Swifter	8.0	8.3	5.0	3.7	10.0	9.5	1	50
Mizuno Valour	9.0	8.0	7.0	5.2	10.0	9.0	1	90
Mizuno Zephyr	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Neottec Amagi	7.9	9.5	5.0	3.7	10.0	9.5	1	63
Neottec Amagi All+	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
Neottec Balsa Carbon	9.0	7.0	7.0	8.2	10.0	8.0	1	55
Neottec Enkei Light	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	36
Neottec Gamma All+	6.5	9.0	4.0	4.5	10.0	9.0	2	27
Neottec Hinoki Carbon	10.0	7.0	7.0	8.2	10.0	9.0	1	59
Neottec Inazuma	9.5	5.0	7.0	6.7	10.0	9.0	1	35
Neottec Kanji DEF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	38
Neottec Kevlar Special	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	43
Neottec Magic Control	6.5	9.0	6.0	4.5	(not rated)	8.5	2	22
Neottec Revolution	9.0	6.0	7.0	5.2	10.0	8.0	2	21
Neottec Selar	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	113
Neottec Terves	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	96
Neottec Voodoo Classic	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	31
Neottec X7 Special	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	39
Neottec X7 Special Turbo	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	41
Nexy Arirang	9.0	9.5	5.0	5.7	10.0	9.5	3	150
Nexy Calix	8.9	9.3	5.0	5.8	8.8	9.3	13	150
Nexy Calix 2	8.8	8.6	5.0	6.7	10.0	8.9	3	170
Nexy Color	7.0	8.6	4.3	5.2	10.0	8.3	5	100
Nexy Hannibal	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	150
Nexy Higgs	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	130
Nexy Kanaph	9.2	9.3	4.7	7.2	10.0	9.4	3	130
Nexy Kim Jung Hoon	8.5	9.5	7.0	5.2	(not rated)	9.0	1	120
Nexy Labyrinthos	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	130
Nexy Lissom	8.0	8.0	3.0	5.2	5.0	9.0	1	100
Nexy Oscar	8.0	9.3	5.0	6.7	10.0	9.3	2	150
Nexy Peterpan	8.9	8.3	3.0	5.2	10.0	8.9	1	80
Nexy Qabod (Quabot)	9.6	8.9	6.0	7.5	10.0	9.7	2	200
Nexy Spartacus	8.0	9.0	3.0	2.2	10.0	9.0	1	110
Nexy Spear	8.5	9.3	5.3	5.5	10.0	9.3	7	60
Nexy Z Blade	8.9	9.6	5.0	5.2	(not rated)	9.6	1	90
Niceshot Origin	8.0	9.3	3.0	2.2	10.0	9.5	1	65
Nimatsu Ardency 3.5	9.0	8.0	3.0	3.7	10.0	8.5	1	0
Nimatsu Balistic Balance	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Nimatsu Balistic Glasfibre	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Nimatsu Balistic Placement	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Nimatsu Calculus Balsa 20	8.8	9.2	(not rated)	(not rated)	10.0	(not rated)	2	0
Nimatsu Celsior 5.2 Control ALL	8.6	10.0	5.0	5.2	10.0	10.0	1	53
Nimatsu Celsior 5.6 Direct Bamboo	8.4	9.5	3.0	5.2	10.0	9.6	1	66
Nimatsu Pulse	8.5	9.0	5.0	5.2	10.0	8.5	1	42
Nimatsu TSUNAMI COMBI ATTACK	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	85
Nimatsu Tsunami DEF Light	8.0	8.5	5.0	6.7	(not rated)	8.0	1	0
Nittaku A P (EXCELLENT AP)	9.5	8.4	7.0	4.2	10.0	9.3	3	140
Nittaku AA	8.5	8.3	5.0	4.5	7.5	8.8	2	0
Nittaku Acoustic	8.5	9.2	4.8	5.3	9.9	9.6	59	165
Nittaku Acoustic  Large Handle	9.0	9.4	5.0	5.2	10.0	9.7	3	164
Nittaku Acoustic Carbon	9.3	9.0	6.1	6.4	8.8	9.2	13	179
Nittaku Acoustic Carbon Inner	8.7	9.7	5.5	5.6	10.0	9.9	4	180
Nittaku Acoustic Carbon Inner Large Handle	8.7	9.6	5.0	5.8	8.6	9.5	9	171
Nittaku Acoustic Carbon Outer Large Handle	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	180
Nittaku Active 7	9.2	7.8	3.0	6.7	(not rated)	8.5	2	0
Nittaku Adelie	8.4	8.2	6.0	7.2	8.0	8.5	8	147
Nittaku Airuline 8.8	9.0	10.0	7.0	6.7	10.0	9.0	1	45
Nittaku Alulass	8.0	9.3	5.4	5.5	10.0	9.5	6	87
Nittaku Amin	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Nittaku ANV Wan Nan	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Nittaku ANV WL	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Nittaku Barwell	9.2	8.9	4.1	5.2	10.0	9.6	9	165
Nittaku Barwell Fleet	9.1	9.4	6.3	6.8	9.3	9.5	48	225
Nittaku Bizelox	8.4	7.9	4.0	6.7	10.0	8.3	2	60
Nittaku Bloodwood	8.7	9.2	8.5	6.7	10.0	9.2	2	110
Nittaku Canaldy	7.9	8.1	5.0	3.0	10.0	8.4	3	50
Nittaku Cellent	9.1	9.3	5.0	6.7	10.0	9.5	1	50
Nittaku Cellenty Balca	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	67
Nittaku Cellenty W05	9.0	8.0	7.0	6.7	5.0	9.0	1	58
Nittaku Clout	8.3	8.7	5.0	3.4	10.0	9.3	5	45
Nittaku Endless	6.0	8.5	6.0	5.2	10.0	9.5	2	43
Nittaku Evoocial 7	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Nittaku Excelity	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	9.0	1	45
Nittaku Expert-H	9.0	7.0	5.0	6.7	10.0	8.5	1	50
Nittaku Factive Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	60
Nittaku Feminist	8.0	7.0	5.0	6.7	0.0	7.0	1	60
Nittaku Feruku	10.0	7.0	7.0	8.2	5.0	6.5	1	136
Nittaku Fillmea	9.0	8.0	5.0	6.7	10.0	9.0	1	90
Nittaku Flame	9.2	9.5	7.0	6.7	10.0	9.2	2	71
Nittaku Flame Carbon	9.6	8.1	7.3	8.3	10.0	9.7	4	100
Nittaku Flyatt Carbon	8.8	9.2	4.0	6.0	10.0	9.4	2	58
Nittaku Flyatt Carbon Pro	8.5	8.0	6.0	6.7	5.0	8.5	2	75
Nittaku Forestia	8.4	9.4	5.0	5.2	10.0	9.6	2	70
Nittaku Goriki	6.5	10.0	5.0	5.2	10.0	9.8	1	300
Nittaku Goriki Super Cut	7.0	10.0	7.0	8.2	10.0	10.0	1	350
Nittaku Goriki Super Drive	9.3	9.8	7.0	6.7	10.0	9.9	3	300
Nittaku Greenshank	8.4	8.1	5.0	5.2	10.0	8.8	4	76
Nittaku Haneyoshi	6.5	10.0	6.0	6.2	10.0	9.8	3	88
Nittaku Hinoblaze	8.9	9.4	7.0	6.3	10.0	9.8	4	130
Nittaku Hurricane Wang Hao (H-WH)	7.0	8.0	5.0	5.2	10.0	9.0	1	50
Nittaku Jenty	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	41
Nittaku Jewelblade	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	160
Nittaku Jie Schopp	4.0	10.0	0.0	2.2	10.0	9.0	1	35
Nittaku Kasumi Basic	8.1	8.3	3.7	4.0	10.0	9.0	6	60
Nittaku Kasumi Special	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	167
Nittaku KCZ	9.0	7.5	8.5	8.9	8.3	9.2	9	85
Nittaku Kim Kyung Ah	6.5	9.0	0.0	2.2	10.0	9.5	2	110
Nittaku KVL	7.5	8.0	5.0	6.7	(not rated)	9.0	1	120
Nittaku KVP-H	8.0	8.0	7.0	5.2	10.0	8.0	1	55
Nittaku KVT	9.9	8.4	6.7	7.3	7.5	9.1	3	0
Nittaku KVU	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	67
Nittaku Large Beat Chikara	8.3	7.3	6.0	7.5	10.0	8.0	2	38
Nittaku Large Spear	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	125
